word_id,english,xhosa,part_of_speech,xhosa_tone_markings,infinitive,is_plural,is_inchoative,is_informal,transitivity,followed_by,noun_class,note
126,die,fa,verb,,ukufa,false,false,false,intransitive,,,"""fa"" should generally only be used for yourself or animals, as it can be disrespectful to use it for other people. In those cases, more respectful terms such as ""sweleka"" or ""bhubha"" should be used. Note the infinitive form UKUFA is also used to translate ""death""."
127,do,enza,verb,,ukwenza,false,false,false,transitive,,,
128,drink,sela,verb,,ukusela,false,false,false,ambitransitive,,,"""sela"" should be used for things that are cold, such as water. ""phunga"" should be used for things that are hot, such as tea."
129,decide,gqiba,verb,,ukugqiba,false,false,false,ambitransitive,,,
130,forget,libala,verb,,ukulibala,false,false,false,ambitransitive,,,
131,go,ya,verb,,ukuya,false,false,false,ambitransitive,,,"Note with the reflexive Object Concord -zi- and the applied extension -el- this verb can be used to mean ""Go by the self"" e.g. Umntwana wam uziyela esikolweni ""The child goes by itself to school"""
132,agree,vuma,verb,,ukuvuma,false,false,false,intransitive,,,
133,answer,phendula,verb,,ukuphendula,false,false,false,ambitransitive,,,
134,believe,kholelwa,verb,,ukukholelwa,false,false,false,,,,
135,call,biza,verb,,ukubiza,false,false,false,transitive,,,
136,choose,khetha,verb,,ukukhetha,false,false,false,ambitransitive,,,
137,date,umhla,noun,,,false,false,false,,,3,"Xhosa speakers also use the English word ""i-date"""
138,change,tshintsha,verb,,ukutshintsha,false,false,false,ambitransitive,,,"This is borrowed from the English ""change""."
139,clean,coca,verb,,ukucoca,false,false,false,transitive,,,"-cocekile ""clean"" is the adjectival use, as in ""Icocekile le ndawo"" (This place is clean)"
140,open,vula,verb,,ukuvula,false,false,false,transitive,,,
141,compare,thelekisa,verb,,ukuthelekisa,false,false,false,,,,
142,cry,lila,verb,,ukulila,false,false,false,,,,
143,cook,pheka,verb,,ukupheka,false,false,false,,,,
144,prices,amaxabiso,noun,,,true,false,false,,,6,
145,dates,imihla,noun,,,true,false,false,,,4,
146,give,nika,verb,,ukunika,false,false,false,,,,
147,leave alone,yeka,verb,,ukuyeka,false,false,false,transitive,,,
148,forgive,xolela,verb,,ukuxolela,false,false,false,transitive,,,
149,remember,khumbula,verb,,ukukhumbula,false,false,false,ambitransitive,,,"Khumbula is also used to translate ""miss"", e.g. Ndikhumbula umama. I miss mom."
150,fix,lungisa,verb,,ukulungisa,false,false,false,,,,
151,find,fumana,verb,,ukufumana,false,true,false,transitive,,,
152,become full,gcwala,verb,,ukugcwala,false,true,false,intransitive,,,
153,fight,lwa,verb,,ukulwa,false,false,false,,,,
154,explain,cacisa,verb,,ukucacisa,false,false,false,ambitransitive,,,
155,cost,xabisa,verb,,ukuxabisa,false,false,false,intransitive,,,
156,cut,cheba,verb,,ukucheba,false,false,false,ambitransitive,,,"""cheba"" is used for things that are growing (such as hair). ""sika"" should instead be used for things that are not growing (such as bread)."
157,become disappointed,dana,verb,,ukudana,false,true,false,intransitive,,,
158,describe,chaza,verb,,ukuchaza,false,false,false,,,,
159,destroy,tshabalalisa,verb,,ukutshabalalisa,false,false,false,transitive,,,
160,make,enza,verb,,ukwenza,false,false,false,transitive,,,
161,pass away,sweleka,verb,,ukusweleka,false,false,false,,,,
162,drink,phunga,verb,,ukuphunga,false,false,false,,,,"""phunga"" should be used for things that are hot, such as tea. ""sela"" should be used for things that are cold, such as water."
163,fall,wa,verb,,ukuwa,false,false,false,,,,
164,burn,tshisa,verb,,ukutshisa,false,false,false,transitive,,,
165,interest,umdla,noun,,,false,false,false,,,3,"This refers to interest in something, not to financial interest."
166,vaccine,ugonyo,noun,,,false,false,false,,,11,
167,rain,netha,verb,,ukunetha,false,false,false,intransitive,,,
168,hand,isandla,noun,,,false,false,false,,,7,
169,sleep,lala,verb,,ukulala,false,true,false,intransitive,,,"Note the irregular stative form ""lele"" to translate is asleep, e.g. She is asleep - Ulele."
170,dog,inja,noun,,,false,false,false,,,9,
171,advise,cebisa,verb,,ukucebisa,false,false,false,ambitransitive,,,
172,clever,krelekrele,relative,,,false,false,false,,,,
173,dogs,izinja,noun,,,true,false,false,,,10,
174,ask,buza,verb,,ukubuza,false,false,false,ambitransitive,,,
175,continue,qhubekeka,verb,,ukuqhubekeka,false,false,false,intransitive,,,"Note: qhubeka is the original word for ""continue"" - the additional -ek- is, however, becoming popular"
176,rain,imvula,noun,,,false,false,false,,,9,
177,complain,khalaza,verb,,ukukhalaza,false,false,false,,,,
178,help,nceda,verb,,ukunceda,false,false,false,ambitransitive,,,
179,pray,thandaza,verb,,ukuthandaza,false,false,false,,,,
180,love,uthando,noun,,,false,false,false,,,11,
181,bark,khonkotha,verb,,ukukhonkotha,false,false,false,ambitransitive,,,
182,command,yalela,verb,,ukuyalela,false,false,false,ambitransitive,,,
183,birthday,umhla wokuzalwa,noun,,,false,false,false,,,3,"Note: many Xhosa speakers now just use ibirthday.  Note the personal possessive comes immediately after UMHLA - so umhla wakho wokuzalwa - literally ""day of yours of being born"".  Also note that imini yokuzalwa is also used for ""birthday"".  Usuku lokuzalwa is another variation."
184,desert,intlango,noun,,,false,false,false,,,9,
185,doubt,thandabuza,verb,,ukuthandabuza,false,false,false,,,,
186,vaccinate,gonya,verb,,ukugonya,false,false,false,,,,
187,congratulations,halala,interjection,,,false,false,false,,,,
188,soft,tofotofo,relative,,,false,false,false,,,,"Usually only used to describe things like thick blankets, pillows, cushions and soft furnishings."
189,alcohol,utywala,noun,,,false,false,false,,,14,
190,remind,khumbuza,verb,,ukukhumbuza,false,false,false,transitive,,,
191,carry,phatha,verb,,ukuphatha,false,true,false,transitive,,,"""phatha"" takes an irregular recent-past tense and stative form of ""phethe""."
192,virus,intsholongwane,noun,,,false,false,false,,,9,
193,register,bhalisa,verb,,ukubhalisa,false,false,false,ambitransitive,,,
194,emphasise,gxininisa,verb,,ukugxininisa,false,false,false,transitive,,,
195,become angry,qumba,verb,,ukuqumba,false,true,false,intransitive,,,
196,suck,munca,verb,,ukumunca,false,false,false,transitive,,,"Can also be used to mean ""lick""."
197,wash,hlamba,verb,,ukuhlamba,false,false,false,ambitransitive,,,Note:  the borrowed word vasa is also used for wash
198,sleep,ubuthongo,noun,,,false,false,false,,,14,
199,rest,phumla,verb,,ukuphumla,false,false,false,intransitive,,,
200,repeat,phinda,verb,,ukuphinda,false,false,false,,,,
201,body,umzimba,noun,,,false,false,false,,,3,
202,hands,izandla,noun,,,true,false,false,,,8,
203,hide,fihla,verb,,ukufihla,false,false,false,ambitransitive,,,
204,mould,xonxa,verb,,ukuxonxa,false,false,false,,,,
205,dish,isitya,noun,,,false,false,false,,,7,
206,pay attention,hoya,verb,,ukuhoya,false,false,false,ambitransitive,,,
207,ashes,uthuthu,noun,,,false,false,false,,,11,
208,produce,velisa,verb,,ukuvelisa,false,false,false,,,,
209,take,thatha,verb,,ukuthatha,false,false,false,transitive,,,
210,return,buya,verb,,ukubuya,false,false,false,intransitive,,,
211,shout,khwaza,verb,,ukukhwaza,false,false,false,,,,
212,sit,hlala,verb,,ukuhlala,false,true,false,intransitive,,,"Note that ""sitting"" is translated as ""hleli"", as this is the irregular stative form of ""hlala""."
213,run,baleka,verb,,ukubaleka,false,false,false,intransitive,,,
214,stay behind,sala,verb,,ukusala,false,false,false,intransitive,,,"""Sala kakuhle"" can be used to mean ""goodbye"" to someone who will be staying where they are."
215,shout,shawuta,verb,,ukushawuta,false,false,false,transitive,,,"In IsiXhosa, shawuta often conveys a more 'quarreling' connotation."
216,sell,thengisa,verb,,ukuthengisa,false,false,false,,,,
217,take out,khupha,verb,,ukukhupha,false,false,false,transitive,,,
218,throw,jula,verb,,ukujula,false,false,false,ambitransitive,,,
219,service,inkonzo,noun,,,false,false,false,,,9,
220,finish,gqiba,verb,,ukugqiba,false,false,false,ambitransitive,,,
221,teach,fundisa,verb,,ukufundisa,false,false,false,,,,
222,think,cinga,verb,,ukucinga,false,false,false,,,,
223,hope,ithemba,noun,,,false,false,false,,,5,
224,coffee,ikofu,noun,,,false,false,false,,,9,
226,bring back,buyisa,verb,,ukubuyisa,false,false,false,transitive,,,"Also used in the sense of ""return something or someone to a place"""
227,send,thuma,verb,,ukuthuma,false,false,false,ambitransitive,,,"Note: send something or someone to a place will be ""thumela"".  In Xhosa ""thuma"" is often used when someone is sending someone to the shop and then is used simply as ""thuma"""
228,smile,ncuma,verb,,ukuncuma,false,true,false,intransitive,,,"""Smiling"" is normally translated as ""ncumile"""
229,speak,thetha,verb,,ukuthetha,false,false,false,ambitransitive,,,
230,stand up,phakama,verb,,ukuphakama,false,false,false,,,,
231,support,xhasa,verb,,ukuxhasa,false,false,false,,,,
232,take to,sa,verb,,ukusa,false,false,false,transitive,,,"This word is used to describe taking someone/something to a place. Note in the perfect tense form it is sometimes difficult to see the verb as it so short, particularily if there is an object concord as well, e.g. Bamsile kwagqirha? - ba-m-s-ile ""Have they taken her to the doctor?"""
233,understand,qonda,verb,,ukuqonda,false,false,false,ambitransitive,,,
234,urinate,chama,verb,,ukuchama,false,false,false,,,,
235,use,sebenzisa,verb,,ukusebenzisa,false,false,false,,,,
236,want,funa,verb,,ukufuna,false,false,false,,,,
237,hope,themba,verb,,ukuthemba,false,false,false,ambitransitive,,,
238,work,sebenza,verb,,ukusebenza,false,false,false,ambitransitive,,,
239,hear,va,verb,,ukuva,false,false,false,ambitransitive,,,
240,understand,va,verb,,ukuva,false,false,false,ambitransitive,,,
241,become injured,enzakala,verb,,ukwenzakala,false,true,false,intransitive,,,"An alternative form is ""onzakala"""
242,injure,enzakalisa,verb,,ukwenzakalisa,false,false,false,transitive,,,
243,better,ngcono,relative,,,false,false,false,,,,
244,jump,tsiba,verb,,ukutsiba,false,false,false,intransitive,,,
245,kill,bulala,verb,,ukubulala,false,false,false,ambitransitive,,,"Note that ""bulala"" takes the irregular passive form of ""bulawa""."
246,know,azi,verb,,ukwazi,false,false,false,ambitransitive,,,"Azi is commonly used in the construction ""know how to"" as ""kwazi uku"", very often used with object concords"
247,read,funda,verb,,ukufunda,false,false,false,,,,
248,go,hamba,verb,,ukuhamba,false,false,false,intransitive,,,"Hamba does not describe the act of going to a location, it refers to the act of going in general."
249,leave,(i)mka,verb,,ukumka,false,false,false,ambitransitive,,,"""mka"" is a latent-i verb.  This verb is used generally to indicate ""depart""/""depart from"""
250,leave,shiya,verb,,ukushiya,false,false,false,,,,
251,lie down,ngqengqa,verb,,ukungqengqa,false,false,false,intransitive,,,
252,like,thanda,verb,,ukuthanda,false,false,false,transitive,,,"""thanda"" can be used to indicate something that happens often, or a tendency."
253,lie,xoka,verb,,ukuxoka,false,false,false,intransitive,,,"""xoka"" can be rather rude, especially if used to an older person or someone commanding respect. A more euphemistic phrasing is ""phosisa""."
254,look,jonga,verb,,ukujonga,false,true,false,ambitransitive,,,
255,move,fudukela,verb,,ukufudukela,false,false,false,intransitive,,,"Fudukela describes a person moving from one place to another such as moving city, or moving house."
256,move,bekelisa,verb,,ukubekelisa,false,false,false,transitive,,,"""bekelisa"" should not be used for a person moving houses, for instance - ""fudukela"" should be used instead. Bekelisa is often used to mean ""move out of the way""."
257,need,funa,verb,,ukufuna,false,false,false,transitive,,,
258,need,dinga,verb,,ukudinga,false,false,false,ambitransitive,,,"This is a more serious kind of need than ""funa""."
259,pay,bhatala,verb,,ukubhatala,false,false,false,ambitransitive,,,
260,prepare,lungiselela,verb,,ukulungiselela,false,false,false,transitive,,,
261,press,cofa,verb,,cofa,false,false,false,transitive,,,
262,push,tyhala,verb,,ukutyala,false,false,false,,,,
263,put in,faka,verb,,ukufaka,false,false,false,,,,
264,pull,tsala,verb,,ukutsala,false,false,false,,,,
265,put,beka,verb,,ukubeka,false,false,false,ambitransitive,,,"Used when translating ""put on"" as in ""put the books on the table"""
266,hide,zimela,verb,,ukuzimela,false,true,false,intransitive,,,
267,hold,bamba,verb,,ukubamba,false,false,false,,,,
268,listen,mamela,verb,,ukumamela,false,true,false,ambitransitive,,,
269,move,shukumisa,verb,,ukushukumisa,false,false,false,transitive,,,
270,move,shukuma,verb,,ukushukuma,false,false,false,intransitive,,,
271,live,phila,verb,,ukuphila,false,false,false,intransitive,,,"The word ""phila"" should not be used to mean ""live somewhere"", ""hlala"" should be used instead. It is more similar to ""be well"". The word ""phila"" is an inchoative verb, so it can be used in the perfect tense when meaning ""well"".  When meaning ""alive"" it is used in the present tense, usually with the progressive aspect -sa-."
272,live,hlala,verb,,ukuhlala,false,false,false,,,,"""hlala"" is used for ""live somewhere"", not to live as in to be alive or be well - ""phila"" should instead be used in that case."
273,happen,enzeka,verb,,ukwenzeka,false,false,false,intransitive,,,"""enzeka"" is sometimes used in the construction ""into eyenzekayo"" (""the thing that happens"") which can be used at the beginning of a sentence to introduce new information, similar to the English construction ""What happens is that..."" "
274,meet,dibana,verb,,ukudibana,false,false,false,intransitive,,,
275,lie,phosisa,verb,,ukuphosisa,false,false,false,,,,"""phosisa"" is a respectful, euphemistic way to say ""lie""."
276,plant,tyala,verb,,ukutyala,false,false,false,,,,
277,plants,izityalo,noun,,,true,false,false,,,8,
278,notice,qaphela,verb,,ukuqaphela,false,false,false,ambitransitive,,,
279,potato,itapile,noun,,,false,false,false,,,9,
280,pineapple,ipayina,noun,,,false,false,false,,,5,
281,pineapples,amapayina,noun,,,true,false,false,,,6,
282,local government,urhulumente wengingqi,noun,,,false,false,false,,,1a,"""Urhulumente wasekhaya"" is also used for ""local government""."
283,local governments,oorhulumente beengingqi,noun,,,true,false,false,,,2a,
284,municipal council,iBhunga likaMasipala,noun,,,false,false,false,,,5,
285,day,usuku,noun,,,false,false,false,,,11,"""usuku"" refers to 24-hour day"
286,today,namhlanje,adverb,,,false,false,false,,,,
287,days,iintsuku,noun,,,true,false,false,,,10,"""iintsuku"" refers to 24-hour periods"
288,court,inkundla,noun,,,false,false,false,,,9,
289,potatoes,iitapile,noun,,,true,false,false,,,10,
290,yesterday,izolo,noun,,,false,false,false,,,5,
291,day before yesterday,izolo elinye,noun,,,false,false,false,,,5,
292,pumpkin,ithanga,noun,íthanga,,false,false,false,,,5,
293,pumpkins,amathanga,noun,ámáthanga,,true,false,false,,,6,
294,rice,irayisi,noun,,,false,false,false,,,9,
295,courts,iinkundla,noun,,,true,false,true,,,10,
296,spinach,ispinatshi,noun,,,false,false,false,,,9,"Sometimes used as a noun in the isi- group, e.g. ""Simnandi esi spinatshi."" ""This spinach is nice."""
297,Supreme Court of Appeal,INkundla ePhezulu yeziBheno,noun,,,false,false,false,,,9,
298,Constitutional Court,INkundla yezomGaqo-siseko,noun,,,false,false,false,,,9,
299,municipal councils,amaBhunga ooMasipala,noun,,,true,false,false,,,6,
300,High Court,INkundla ePhakamileyo,noun,,,false,false,false,,,9,
301,tomato,itumato,noun,,,false,false,false,,,9,
302,wild berry,iqunube,noun,,,false,false,false,,,5,
303,Small Claims Court,INkundla yamaBango amaNcinci,noun,,,false,false,false,,,9,
304,watermelon,ivatala,noun,,,false,false,false,,,9,
305,Magistrate's Court,INkundla kaMantyi,noun,,,false,false,false,,,9,
306,tomorrow,ngomso,adverb,,,false,false,false,,,,
307,watermelons,iivatala,noun,,,false,false,false,,,10,
308,weekend,impelaveki,noun,,,false,false,false,,,9,
309,ingredient,isithako,noun,,,false,false,false,,,7,
310,tomatoes,iitumato,noun,,,true,false,false,,,10,
311,appeal,isibheno,noun,,,false,false,false,,,7,
312,weekends,iimpelaveki,noun,,,true,false,false,,,10,
313,application for bail,isicelo sebheyile,noun,,,false,false,false,,,7,
314,early in the morning,kwakusasa,adverb,,,false,false,false,,,,
315,wild berries,amaqunube,noun,,,true,false,false,,,6,
316,aeroplane,inqwelomoya,noun,,,false,false,false,,,9,Most people use i-eropleyini for aeroplane.
317,accused,ummangalelwa,noun,,,false,false,false,,,1,
318,accused,abamangalelwa,noun,,,true,false,false,,,2,
319,appeals,izibheno,noun,,,true,false,true,,,8,
320,ingredients,izithako,noun,,,true,false,true,,,8,
321,bicycles,iibhayisekile,noun,,,true,false,false,,,10,
322,bail,ibheyile,noun,,,false,false,false,,,9,
323,bicycle,ibhayisekile,noun,,,false,false,false,,,9,
324,wagon,inqwelo,noun,,,false,false,false,,,9,
325,armed robbery,ukuphanga kuxhotyiwe,noun,,,false,false,false,,,15,"Literally translates ""to rob, being armed"".  Ukuxhoba is ""to arm"" and ukuxhotywa is ""to be armed"" -iwe is the stative suffix ""kuxhotyiwe"" translates ""being armed"""
326,aeroplanes,iinqwelomoya,noun,,,true,false,false,,,10,
327,applications for bail,izicelo zebheyile,noun,,,true,false,true,,,8,
328,case,ityala,noun,,,false,false,false,,,5,Legal case
329,wagons,iinqwelo,noun,,,true,false,false,,,10,
330,days,iimini,noun,,,true,false,false,,,10,"""iimini"" refers to 12-hour days."
331,day,imini,noun,,,false,false,false,,,9,"""imini"" refers to the 12-hour day."
332,at dawn,ekuseni,adverb,,,false,false,false,,,,
333,in the morning,kusasa,adverb,,,false,false,false,,,,
334,sunrise,ukuphuma kwelanga,noun,,,false,false,false,,,15,
335,late in the morning,ngentlazane,adverb,,,false,false,false,,,,
336,night,ubusuku,noun,,,false,false,false,,,14,
337,moon,inyanga,noun,,,false,false,false,,,9,
338,cases,amatyala,noun,,,true,false,false,,,6,Legal cases
339,cell,isisele,noun,,,false,false,false,,,7,"""isele"" refers to a jail cell."
340,suns,amalanga,noun,,,true,false,false,,,6,
341,boat,isikhitshana,noun,,,false,false,false,,,7,
342,boats,izikhitshana,noun,,,true,false,false,,,8,
343,ship,isikhephe,noun,,,false,false,false,,,7,
344,ships,izikhephe,noun,,,true,false,false,,,8,
345,promise,thembisa,verb,,ukuthembisa,false,false,false,ambitransitive,,,
346,cells,izisele,noun,,,true,false,true,,,8,Jail cells
347,charge,isityholo,noun,,,false,false,false,,,7,Legal charge
348,bus,ibhasi,noun,,,false,false,false,,,9,
349,charges,izityholo,noun,,,true,false,true,,,8,
350,buses,iibhasi,noun,,,true,false,false,,,10,
351,preparations,amalungiselelo,noun,,,true,false,false,,,6,
352,traditional doctor,igqirha,noun,,,true,false,false,,,5,
353,complaint,isikhalazo,noun,,,false,false,false,,,7,
354,complaints,izikhalazo,noun,,,false,false,false,,,8,
355,doctor,ugqirha,noun,,,false,false,false,,,1a,"""ugqirha"" can be used to refer to a medical doctor or someone who got their doctorate in academia."
356,doctors,oogqirha,noun,,,true,false,false,,,2a,"""oogqirha"" can be used to refer to medical doctors or people who got their doctorate in academia."
357,corruption,urhwaphilizo,noun,,,false,false,false,,,11,
358,death penalty,isigwebo sentambo,noun,,,false,false,false,,,7,
359,strike,gwayimba,verb,,ukugwayimba,false,false,false,intransitive,,,"""gwayimba"" is used to describe the act of refusing to work due to unfavourable working conditions/pay."
360,evidence,ubungqina,noun,,,false,false,false,,,14,
361,drug,isiyobisi,noun,,,false,false,false,,,7,
362,crane,isilenge,noun,,,false,false,false,,,7,"""isilenge"" is used to refer to a crane which is a machine used in construction."
363,defendants,abamangalelwa,noun,,,true,false,true,,,2,
364,izilenge,cranes,noun,,,true,false,false,,,8,"""izilenge"" is used to refer to cranes which are machines used in construction."
365,defendant,ummangalelwa,noun,,,false,false,false,,,1,
366,plaintiff,ummangali,noun,,,false,false,false,,,1,
